S_ID,S_Name,S_Length,S_Genre,AL_ID,S_SpotifyID
335,Keep Your Eyes Open / Testify - Live From Bridgestone Arena,235,unknown,18,34bQwHZsNEg40RJvu17sF5
336,Something Beautiful - Live From Bridgestone Arena,210,unknown,18,3rTtGMB9u2vOwg4tbmybL1
337,Multiplied / Difference Maker - Live From Bridgestone Arena,163,unknown,18,7pu7JQc6AgaWk1hsUNNuGM
338,Banks - Live From Bridgestone Arena,401,unknown,18,360I3zPMhrUfdzHaT8Mf5t
339,Carry Me (feat. Jon Foreman of Switchfoot) - Live From Bridgestone Arena,224,unknown,18,044Ts9HlFmnK4A1tdq2RW4
340,Hang On - Live From Bridgestone Arena,264,unknown,18,2KgQDei0aMr5j6KfkWHNtm
341,Hard Love - Live From Bridgestone Arena,236,unknown,18,5fwzdD78nAhZcv5bpRATqU
342,Riding High - Live From Bridgestone Arena,231,unknown,18,7mt6aNYdr2scqxALX8yDzP
343,Honky Tonk Women - Live From Bridgestone Arena,193,unknown,18,6IQBod6LE5zu5jX2QXZdr0
344,Who Am I - Live From Bridgestone Arena,238,unknown,18,0QIMMejmGaaI3ip3PWPFRu
345,I Am Yours - Live From Bridgestone Arena,281,unknown,18,4LuJLO7Jkb04uzqOCVWctw
346,When the Levee Breaks - Live From Bridgestone Arena,410,unknown,18,0S9BcUVYMMzH6BjpERUyHy
347,Mercy's Shore - Live From Bridgestone Arena,509,unknown,18,21yaaWxr33O9zM0WOfU2zD
348,I Wanna Remember (feat. Carrie Underwood) - Live From Bridgestone Arena,278,unknown,18,1kxxGO5YBAPRSbfOdj9o8W
349,Brother - Live From Bridgestone Arena,317,unknown,18,6AsPgtTC8j0YzudmpKbCfG
350,West Texas Wind - Live From Bridgestone Arena,368,unknown,18,2YuUVc3akND5uEwmjeUe7x
351,What I'm Here For,227,unknown,19,4KpXOqduhxXHxPjPrwyono
352,Into The Mystery,234,unknown,19,7ijKnhsWVEptmbvInv9Jt5
353,Sunshine,206,unknown,19,1KFLPyu8RIQaEVhMxPHXWe
354,Carry Me (feat. Switchfoot),220,unknown,19,6u2eVc7TAnj446wu2dkZhW
355,I Am Yours,276,unknown,19,5nUzRHDvRYqRcOlVWg67Di
356,Chances,178,unknown,19,6Gy5mynLmSKvEcyfW3M4CN
357,Sittin’ In The Backseat,236,unknown,19,66jGhveL4jvBYZZNTDoUSC
358,Give Me A Chance,216,unknown,19,0gjzaJSO4TZnPRhh5CloEx
359,Don't Throw All The Good Things Away (feat. Natalie Hemby),250,unknown,19,34KkebRI8bKXukClH96Oag
360,Innocence,238,unknown,19,3tkhHDBpaNxZW3dBITsVlb
361,I Wanna Remember (feat. Carrie Underwood),213,unknown,19,124KRi7jkm9Skq89xIK28V
362,West Texas Wind,249,unknown,19,0hEE072NMLpvIjDH4pSZ7W
363,Mercy’s Shore - Live From the Woods,381,unknown,20,4VXptJdzQpWl83yHXkATFR
364,Prisoner - Live From the Woods,309,unknown,20,2YbvuM1f35R6r355JyTn4j
365,Alive - Live From the Woods,226,unknown,20,5PTqGHvAXpdPoeAoPqlJgz
366,Who Am I - Live From the Woods,239,unknown,20,7MNzDWW5RsIkx89tT91N14
367,Great Night - Live From the Woods,276,unknown,20,3NYp3FRh02MM4L3bzNuSlw
368,"Feet, Don’t Fail Me Now - Live From the Woods",245,unknown,20,2XtwrWNauBOqWaWfVvl5FN
369,Banks - Live From the Woods,232,unknown,20,5MzJzSWpLdBSJLPBancoxV
370,Garden - Live From the Woods,221,unknown,20,2NVpYhQELg4XKFjdeo1qwD
371,Bridges Burn / Forever On Your Side - Live From the Woods,395,unknown,20,4jVe5oVQeQozXN92WLOn30
372,Riding High / Honky Tonk Women - Live From the Woods,571,unknown,20,5vTiCMB8WxSJOV16lTgz7d
373,Hang On - Live From the Woods,302,unknown,20,13TZ7IXEHUoxul3B3kvLlt
374,Survival - Live From the Woods,550,unknown,20,6f1My1VPEbJmAbpQpu5CGw
375,With A Little Help From My Friends / Brother - Live From the Woods,445,unknown,20,3QQL4OEkIV4rQNUGEH4Bi6
376,Child Again - Live From the Woods,241,unknown,20,4ZFKzFvHUR3YWwsBZY3I0x
377,"Encore Medley: Something Beautiful, White Fences & Washed By The Water - Live From the Woods",548,unknown,20,0l5AJrqBtXqe6rPI3vvwn6
378,Mercy’s Shore - Live From the Woods,382,unknown,21,3saGwrFpm95mvqFXo1iXaR
379,Prisoner - Live From the Woods,375,unknown,21,3GxyEyDMUbugZu2rLc9jac
380,Alive - Live From the Woods,226,unknown,21,24AlpAZ5o9L4dWZcuKIptK
381,Who Am I - Live From the Woods,239,unknown,21,5O6musXXpioYCmxCssM19j
382,Great Night - Live From the Woods,277,unknown,21,5Ky86dHK3ec8du7o4D8RQ2
383,"Feet, Don’t Fail Me Now - Live From the Woods",325,unknown,21,0i0R6HDs6YUZscRkTFrZKs
384,Banks - Live From the Woods,276,unknown,21,06gJiDe8n01jL1fpPOSXnA
385,Garden - Live From the Woods,223,unknown,21,0ewLr2mwZKCoAHaBzAUejo
386,Bridges Burn / Forever On Your Side - Live From the Woods,396,unknown,21,2t8bqi9UXVvsZEfmxlOO60
387,Riding High / Honky Tonk Women - Live From the Woods,578,unknown,21,3uc3yCbsOSD7PzUKjVDu3m
388,Hang On - Live From the Woods,302,unknown,21,7zLdvNlsuGx9Qsx2Ty1vXg
389,Survival - Live From the Woods,570,unknown,21,1ClsT1VhlQn7TI7OrHMqgD
390,With A Little Help From My Friends / Brother - Live From the Woods,546,unknown,21,5quGXzrrai3KZjAbaZob25
391,Child Again - Live From the Woods,323,unknown,21,0iAXzzQTChRdWTBhyGeuLf
392,"Encore Medley: Something Beautiful, White Fences & Washed By The Water - Live From the Woods",548,unknown,21,1phj3TPmkme5qS5FeeeoPh
393,Mercy's Shore,290,unknown,22,7HJKTREFiMhbQ1nN8baEx1
394,Alive,188,unknown,22,4AGZjVuinvocb92NWstmKA
395,Hang On,255,unknown,22,7iUNwLdjPrcteXLNq1fBlZ
396,Survival (feat. Drew Holcomb & Ellie Holcomb),267,unknown,22,4os91DjSzBTVk2GaPtkrMp
397,Child Again,229,unknown,22,5wWKC300gz5NFjxWxoUnCx
398,Out of Body,210,unknown,22,5e4LogEqbHBm1N19lSh3ox
399,Who Am I,207,unknown,22,1KKTKUFmFLZmEhbUyj47jN
400,Banks,240,unknown,22,6LFM1lnBcCIMDkU8oPYgmh
401,Riding High,246,unknown,22,4MEtQYamlZzBWqiPHLakmv
402,Bottom of a Heartbreak,272,unknown,22,3yqXbpPYLuuL5p2lTQIsAB
403,Seasons,243,unknown,22,5fkbOmiHN3RnG1qjzNFMyi
404,Who Am I (feat. Elle King) [Bonus Track],207,unknown,22,6xijtBcQRxVpetqZOeQcDI
405,LET'S STAY HOME TONIGHT (Acoustic Live),245,unknown,23,3qSH5ubSBQFcBPAUzFeg3v
406,Drive All Night (Acoustic Live),290,unknown,23,3VGSQj1yqLaMjfeDfRQZlj
407,NO EXCUSES (Acoustic Live),256,unknown,23,1guIDg89GAsuB2MHVY72hg
408,State I'm In - Acoustic Live,244,unknown,23,51CgK3E8kMEkWFLss0E5iA
409,Washed by the Water - Acoustic Live,145,unknown,23,0jqoEXAYk276OgMitsahqb
410,TESTIFY (Acoustic Live),238,unknown,23,5AuLyyj3s55OCWOwjE1Bhz
411,"Oh, Carolina - Acoustic Live",299,unknown,23,6BSqPmkTaIcd4W2l1qW8C2
412,Stand by Me - Acoustic Live,298,unknown,23,3SKoTtf8HFoFpJIszpWsRo
413,Stones Under Rushing Water (feat. Drew Holcomb & Ellie Holcomb) - Acoustic Live,261,unknown,23,2NkptrwXKrQqQezpisErKE
414,White Fences (Acoustic Live),233,unknown,23,1OLLZrwmIeSKqUHaWppSHx
415,CAGES - Acoustic Live,265,unknown,23,5gY6Hrq8aUR7ICmPUmqzWr
416,Brother - Acoustic Live,230,unknown,23,4XSXIVBJtHK2DGnVWW6Jr8
417,LET'S STAY HOME TONIGHT (Acoustic Live),304,unknown,24,3VpHhW058YNhFuaHbbjXA6
418,Drive All Night (Acoustic Live),290,unknown,24,4UKCxosI4GTWP7YV80JS9u
419,NO EXCUSES (Acoustic Live),291,unknown,24,7ramsuRnc706xxCeBSQJtQ
420,State I'm In - Acoustic Live,250,unknown,24,1nXquMfUt3XgbCnVSgaM7F
421,Washed by the Water - Acoustic Live,218,unknown,24,2bDi4gQA2mITGJBsBBZC0s
422,TESTIFY (Acoustic Live),238,unknown,24,3AiGq2v4QiwXcwIfDj38Hr
423,"Oh, Carolina - Acoustic Live",383,unknown,24,7inAoTSHSDbJxeMMi6G5HF
424,Stand by Me - Acoustic Live,435,unknown,24,0pohtuADv9aAqQ7KVDxa56
425,Stones Under Rushing Water (feat. Drew Holcomb & Ellie Holcomb) - Acoustic Live,394,unknown,24,478CcQt9iyivd9o1EDxTWc
426,White Fences (Acoustic Live),233,unknown,24,0Dxy4lf4lNM4OPSH7gs25S
427,CAGES - Acoustic Live,398,unknown,24,14gNcXEZp8oQte9THEqPJ8
428,Brother - Acoustic Live,230,unknown,24,59O0VJcvNObWBKnymlz7lS
429,"MOUNTAIN, Pt 1",56,unknown,25,5B2s8mPL2jvdRVwCPAqy3Z
430,HARD LOVE,214,unknown,25,0xcFH3973DZauDkGnNjMgm
431,MONEY & FAME,192,unknown,25,4jtJZ9mep9Cdh8RGl5vw0g
432,NO EXCUSES,165,unknown,25,3o1OKJvEN5nAnhnHhUnbCx
433,WHEN I SING,162,unknown,25,4ZP6l1gBTMuGterGX45ajy
434,HAPPINESS,205,unknown,25,7aag0fFgE9K1Gj8lJwQaGI
435,GREAT NIGHT (feat. Shovels & Rope),175,unknown,25,41cxe6eOzzQS6odQk6fNdp
436,BE HERE LONG,215,unknown,25,6aXKP2TWEkgruJvRujGMKG
437,DON'T BRING THAT TROUBLE,176,unknown,25,6WaIDdOdfmWdvXvUyBMq7F
438,LET'S STAY HOME TONIGHT,200,unknown,25,1kiylxwnw8R8rJoCDtubWM
439,TESTIFY,243,unknown,25,5OpjJ9qy54D3PzQJ1s4Q9X
440,CLEAR,411,unknown,25,3fq09awXzr1ghRFhvOMZsi
441,State I'm In - Live From the Woods,255,unknown,26,4COfFmoptdoLOaOTMThzYW
442,Wanted Man - Live From the Woods,455,unknown,26,5iwIEUNdwNzBlgEXwmuGQK
443,Drive All Night - Live From the Woods,257,unknown,26,1Lv5yBoMZjns32kokAViFY
444,Difference Maker - Live From the Woods,364,unknown,26,0rqI1xj1qR5wgi72dMszbV
445,Multiplied - Live From the Woods,310,unknown,26,32oDZwUUQD9piMoJQDWkIV
446,"Oh, Carolina - Live From the Woods",479,unknown,26,04SSM4UypO2alstueEzOea
447,Wasteland - Live From the Woods,396,unknown,26,0KkQpM0SE7J9EED0umtfBr
448,Keep Your Eyes Open - Live From the Woods,253,unknown,26,4cr8lgZ5Gfy1RNZ94MLoAS
449,Washed by the Water - Live From the Woods,482,unknown,26,3S19xEuhw5wSmi6v65rkph
450,Something Beautiful - Live From the Woods,264,unknown,26,2MUg0BhJxnZWVyIC7bs3xB
451,Girl Named Tennessee - Live From the Woods,232,unknown,26,7akPkU0bnWpCphTniu9kLx
452,Brother - Live From the Woods,258,unknown,26,4aDkzS56qUVE149AEWXD3z
453,The Heart - Live From the Woods,435,unknown,26,2r6HeA8oGwNeWhVJrRvIWe
454,The Outsiders - Live From the Woods,347,unknown,26,0cin3MrgwRYYfkYE9uKxj4
455,"More Heart, Less Attack - Live From the Woods",331,unknown,26,6gwhr8wr1zFTq5IsZKH5dh
456,"Feet, Don't Fail Me Now - Live From the Woods",230,unknown,26,28vi40MBTaNX7QlEcCdSVH
457,Devil's Been Talkin' - Live From the Woods,258,unknown,26,33YSL57H0RPahD4UdUy5Qw
458,State I'm In - Live From the Woods,262,unknown,27,1Wwqql1imGvxH0HHjYpgMZ
459,Wanted Man - Live From the Woods,457,unknown,27,48964GSffAAsOPSc0jh1xn
460,Drive All Night - Live From the Woods,339,unknown,27,1lH8YKPlGUybrE84Xrq1iv
461,Difference Maker - Live From the Woods,365,unknown,27,2T49S1hTFR9h6UcpQtZLLN
462,Multiplied - Live From the Woods,308,unknown,27,2hYTyxwtVzCg1yn82XQVMr
463,"Oh, Carolina - Live From the Woods",577,unknown,27,41aqxnmtTbKOlETPtOodUA
464,Wasteland - Live From the Woods,395,unknown,27,1RWEy6HPIDStJ1pHBl2Dvk
465,Keep Your Eyes Open - Live From the Woods,254,unknown,27,1htr30fjXwvDOj1geri2Ab
466,Washed by the Water - Live From the Woods,483,unknown,27,35T2gGICeWl9DyHVdYgT1d
467,Something Beautiful - Live From the Woods,260,unknown,27,6Ma1N4UIfZh4KEc22tBz0Q
468,Girl Named Tennessee - Live From the Woods,439,unknown,27,1V4htJ3YCadV1z8aA0UeFg
469,Brother - Live From the Woods,254,unknown,27,4tzs8naksDx9qpJRLYm6ta
470,The Heart - Live From the Woods,438,unknown,27,5NjoFfmQA9xc2fdz5at7x7
471,The Outsiders - Live From the Woods,352,unknown,27,4yqQrNma9tDnxlMU5zOIsU
472,"More Heart, Less Attack - Live From the Woods",351,unknown,27,2cHNlEi81Rk22FTGANLlM6
473,"Feet, Don't Fail Me Now - Live From the Woods",240,unknown,27,1IEndZMJLwBWYaksdzxte7
474,Devil's Been Talkin' - Live From the Woods,226,unknown,27,2rV0JZuZ1OkY9BIeM5PbMq
475,Wasteland,270,unknown,28,4ZHh8azw1RR3pg3HH0mqk0
476,State I'm In,199,unknown,28,3L8dg4YZ9tUDYBvBbHJ1hm
477,"Feet, Don't Fail Me Now",224,unknown,28,2rqbmthQPeTZNUW6FGmTD5
478,"Oh, Carolina",205,unknown,28,75Vc1ge16jlwRmEGCqCc6l
479,Difference Maker,340,unknown,28,7hX4fFsdWflBXRg2t994R7
480,Rise Again,197,unknown,28,5TdKJqoqM93RmNfcVgFBbW
481,The Heart,224,unknown,28,2gNRPDHT9jw2fIKLRpLgT9
482,Where the Money Is,202,unknown,28,7bxECEwQOcLXKIMKGojort
483,Multiplied,275,unknown,28,4zgO1SgXOeFmr6Hno9DLs4
484,Brother,289,unknown,28,76jtkq7829eEgEkoQrcjov
485,"More Heart, Less Attack",303,unknown,28,3JkqOeVknfXOZAi5leUAlp
486,Wasteland - Commentary,43,unknown,29,0IqSP3ID79lBUUHPs0CllU
487,State I'm In - Commentary,47,unknown,29,712QlzvU5kopIZ0RqYuyal
488,"Feet, Don't Fail Me Now - Commentary",41,unknown,29,1u9UZw60eyT1glrZabbAQE
489,"Oh, Carolina - Commentary",46,unknown,29,0eEJBRT7gbZ1FaC8Bg2v93
490,Difference Maker - Commentary,62,unknown,29,19e21cucIVWbAh3jRi2ze3
491,Rise Again - Commentary,51,unknown,29,4mYw5nr2rEtObgNUkHDPGH
492,The Heart - Commentary,70,unknown,29,3lP5gGlUfYOSrvRqYO8u9D
493,Where the Money Is - Commentary,60,unknown,29,3as71Ti3vRavOXrjeT5O00
494,Multiplied - Commentary,77,unknown,29,2ykloYEpjqPsHRbNSnSevZ
495,Brother - Commentary,76,unknown,29,5Y26QcT0s77276n3cpt4ce
496,"More Heart, Less Attack - Commentary",66,unknown,29,5Ro2xAvxZKBCWBvjQuLoqj
497,State I'm In - Live Room Version,232,unknown,30,3dCo3yBld4GWHdkIBDpZtT
498,The Heart - Live Room Version,216,unknown,30,0kSdhojCmJQf8eUEeEVkHz
499,Wasteland - Live Room Version,392,unknown,30,0RyInl53bY1Hep4uXo3don
500,Difference Maker - Live Room Version,296,unknown,30,2FeZEB1JmGm99RAYHUaULV
501,Outsiders - Live Room Version,226,unknown,30,6PVfNfSrsfwD3ELQtkNAN7
502,Devil's Been Talkin' - Live Room Version,197,unknown,30,52VaQBeRFl5Jf3X3JOx70V
503,Something Beautiful - Live Room Version,184,unknown,30,0hf3oKrTUvdKJ4rVhAtqzd
504,Oohs and Ahhs,277,unknown,31,5zYE9a843xyBHWjMawEpLH
505,White Fences,225,unknown,31,0aq1MFwgETUnlloseZlnZz
506,Drive All Night,253,unknown,31,4JMQOzSvrcAxjbhHBlXYE7
507,A Place Only You Can Go,192,unknown,31,6JOSRNNGKY0biVEkVwHLx6
508,Slumber,215,unknown,31,2jGC4FGFNvEtjWKZnexTdM
509,The Reckoning,224,unknown,31,3otEemJoXLV6pmaFP2vnhi
510,Able,261,unknown,31,30bet9VtBsUNIC6pnqQEnj
511,Maybe They're on to Us,190,unknown,31,5MUGQ5suDFIH8VJligmQT6
512,Wanted Man,246,unknown,31,7lYCapN3XxH0xSWBElS5O3
513,Keep Your Eyes Open,250,unknown,31,5IChepDidVaL8UkG6PuzB2
514,Tyrant Kings,249,unknown,31,5JzLuV7ZNE1Y6w9AZFLlOu
515,Devil's Been Talkin',215,unknown,31,3NFVSwV1hkqvpVMY2OVe3g
516,Angel at My Door,272,unknown,31,78M7KUPIhoBugjgeGJ3j3I
517,Learn to Love,261,unknown,31,6iHNgA743rfLaDuUh6eE9f
518,The Outsiders,268,unknown,32,5gPVhz4Z1YtVUFhUBmcrDR
519,Valley of Tomorrow,242,unknown,32,78sTKbAiBeyWA8yjki6N1e
520,Through Smoke,191,unknown,32,1pJaYLCynxQ0kNDs6ZK2zt
521,Lay 'Em Down,190,unknown,32,5384anjbn1d5biZEgrDUA7
522,What You've Done to Me,200,unknown,32,7MUE09Wcqf4kwXbVesUzWe
523,Hurricane,247,unknown,32,2jlLoamn74ycRqocJMB8mY
524,These Hard Times,216,unknown,32,1DH63fhdKfWrG4AV0Gz0SV
525,Stones Under Rushing Water,204,unknown,32,7mZawS4MsW4OpjhDU1eLdq
526,Prisoner,195,unknown,32,13XYZ0qjIczYjSHwTGXrF1
527,Won't Turn Back,189,unknown,32,2eXOl4Zc0gfdMM24Me5Ji3
528,Girl Named Tennessee,175,unknown,32,7xWoZoRXVUz58cKAhkvXxf
529,Something Beautiful,220,unknown,32,6iz58z2LC8uHL3H2aiwX6I
530,Garden,221,unknown,32,6KxJeMJcyZWI36t9iBL9H2
531,Let Us Love,222,unknown,32,4Aianh7NnTyWJ5k6j3lUIh
532,Spare the Time,36,unknown,33,220Fo95bRYQxdpncsb25w6
533,Restless,236,unknown,33,6KbBwNR3tXFfxY1WxfhTRk
534,Again,221,unknown,33,0u0rjdv9sd3U5nPCdXUWi1
535,Return,267,unknown,33,5AQn9MAepRUDUJGjOnv60Q
536,We Could Run Away,248,unknown,33,4HKjBsqzGScnd0TsKoVlNk
537,Streets of Gold,209,unknown,33,5Mu1Eo2YnSZgEdKwLaECdH
538,More Time,264,unknown,33,1HH2QAXNrjZl7h1H2K7HPr
539,Signature of Divine (Yahweh),244,unknown,33,45RIQSrYQaUkEIvFFb8M8a
540,Looks Like Love,258,unknown,33,5uOmoW4DrSVbijtDu35Rqc
541,The Heat,232,unknown,33,7JjVN8JcRJXRhcOnHh5v5a
542,Nothing Left to Lose,261,unknown,33,2ub8KCWpkmAz6ZK1wIVuFn
543,Moving On,189,unknown,33,1fy77dDQfK175r4LjpofRY
544,Washed by the Water,208,unknown,33,3rXoaocGAOEq6CorwCiI4J
545,Second Chances,276,unknown,33,4WDBimWFrmSruJ5cxYuYkY
546,Don't Wait for Daylight,225,unknown,34,4YFJTbQclXzswEIWy95fyS
547,Quit,205,unknown,34,6L0DOHfPcM6mUd4oj4Fe4c
548,Shine On,251,unknown,34,1F6zTAlf4oTW5MojZuYj38
549,Don't Leave Just Yet,233,unknown,34,1udBxtZiU03LC2hj8Uxdx3
